"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"1156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chrX:48834590-48835419",NA,NA,NA,NA,NA,NA,"PCSK1N","ENSG00000102109.9","ENSG00000102109.9:s:48835419-48835610",2,"3",1,"chrX","-","ENSG00000102109.9:s:48835419-48835610_48834590-48835419",48834590,48835419,NA,NA,"source","Delta PSI > 0.05",0.0039,0.0094,0.041,0.154
"1157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chrX:48832341-48834422",NA,NA,NA,NA,NA,NA,"PCSK1N","ENSG00000102109.9","ENSG00000102109.9:t:48831869-48832341",3,"3",1,"chrX","-","ENSG00000102109.9:t:48831869-48832341_48832341-48834422",48832341,48834422,NA,NA,"target","Delta PSI < 0.05",0.0065,0.0154,0.278,0.2861
"1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr16:77191633-77194335",NA,NA,NA,NA,NA,NA,"MON1B","ENSG00000103111.15","ENSG00000103111.15:t:77193968-77195154",3,"4",0,"chr16","+","ENSG00000103111.15:t:77193968-77195154_77191633-77194335",77191633,77194335,NA,NA,"target","Delta PSI < 0.05",0.0459,0.0395,0.1516,0.1382
"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr16:83990630-83993528",NA,NA,NA,NA,NA,NA,"NECAB2","ENSG00000103154.10","ENSG00000103154.10:s:83990494-83990630",4,"3",1,"chr16","+","ENSG00000103154.10:s:83990494-83990630_83990630-83993528",83990630,83993528,83990631,83993402,"source","Delta PSI < 0.05",0.0017,0.0012,0.3672,0.3352
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr16:83993614-83994302",NA,NA,NA,NA,NA,NA,"NECAB2","ENSG00000103154.10","ENSG00000103154.10:t:83994302-83994420",2,"3",0,"chr16","+","ENSG00000103154.10:t:83994302-83994420_83993614-83994302",83993614,83994302,NA,NA,"target","Delta PSI < 0.05",0.0046,0.0039,0.5047,0.4827
"1161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr16:53623000-53636439",NA,NA,NA,NA,NA,NA,"RPGRIP1L","ENSG00000103494.16","ENSG00000103494.16:s:53636439-53636512",6,"6",1,"chr16","-","ENSG00000103494.16:s:53636439-53636512_53623000-53636439",53623000,53636439,NA,NA,"source","Delta PSI > 0.05",7e-04,7e-04,0.0763,0.1284
"1162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr8:42326097-42330914",NA,NA,NA,NA,NA,NA,"IKBKB","ENSG00000104365.16","ENSG00000104365.16:t:42330914-42331132",3,"4",0,"chr8","+","ENSG00000104365.16:t:42330914-42331132_42326097-42330914",42326097,42330914,NA,NA,"target","Delta PSI < 0.05",0.0023,0.0232,0.1025,0.1063
"1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr8:108192791-108202983",NA,NA,NA,NA,NA,NA,"EIF3E","ENSG00000104408.11","ENSG00000104408.11:t:108192706-108192791",2,"2",0,"chr8","-","ENSG00000104408.11:t:108192706-108192791_108192791-108202983",108192791,108202983,108192792,108200550,"target","Delta PSI > 0.05",0.0435,0.0358,0.0242,0.1461
"1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:18218248-18218940",NA,NA,NA,NA,NA,NA,"PDE4C","ENSG00000105650.22","ENSG00000105650.22:s:18218940-18219038",2,"3",0,"chr19","-","ENSG00000105650.22:s:18218940-18219038_18218248-18218940",18218248,18218940,NA,NA,"source","Delta PSI > 0.05",0.0055,0.0135,0.0464,0.114
"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:18218248-18218940",NA,NA,NA,NA,NA,NA,"PDE4C","ENSG00000105650.22","ENSG00000105650.22:t:18218149-18218248",2,"3",0,"chr19","-","ENSG00000105650.22:t:18218149-18218248_18218248-18218940",18218248,18218940,NA,NA,"target","Delta PSI > 0.05",0.0061,0.0221,0.0639,0.1208
"1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:87628572-87650822",NA,NA,NA,NA,NA,NA,"RUNDC3B","ENSG00000105784.15","ENSG00000105784.15:s:87628413-87628945",3,"3",1,"chr7","+","ENSG00000105784.15:s:87628413-87628945_87628572-87650822",87628572,87650822,NA,NA,"source","Delta PSI < 0.05",9e-04,0.0011,0.1212,0.1257
"1167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:87628572-87650822",NA,NA,NA,NA,NA,NA,"RUNDC3B","ENSG00000105784.15","ENSG00000105784.15:t:87650822-87650937",5,"5",1,"chr7","+","ENSG00000105784.15:t:87650822-87650937_87628572-87650822",87628572,87650822,NA,NA,"target","Delta PSI < 0.05",5e-04,7e-04,0.1316,0.1376
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:102594784-102601689",NA,NA,NA,NA,NA,NA,"RASA4","ENSG00000105808.18","ENSG00000105808.18:t:102594492-102594784",2,"3",1,"chr7","-","ENSG00000105808.18:t:102594492-102594784_102594784-102601689",102594784,102601689,NA,NA,"target","Delta PSI < 0.05",0.0037,0.005,0.1183,0.1244
"1169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:123684580-123688997",NA,NA,NA,NA,NA,NA,"WASL","ENSG00000106299.8","ENSG00000106299.8:t:123681943-123684580",4,"3",1,"chr7","-","ENSG00000106299.8:t:123681943-123684580_123684580-123688997",123684580,123688997,123684581,123688996,"target","Delta PSI < 0.05",2e-04,2e-04,0.101,0.0669
"1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:2559217-2564878",NA,NA,NA,NA,NA,NA,"IQCE","ENSG00000106012.18","ENSG00000106012.18:s:2558972-2559217",5,"6",1,"chr7","+","ENSG00000106012.18:s:2558972-2559217_2559217-2564878",2559217,2564878,NA,NA,"source","Delta PSI < 0.05",0.0013,0.0014,0.4932,0.5366
"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17:28915448-28917285",NA,NA,NA,NA,NA,NA,"PHF12","ENSG00000109118.14","ENSG00000109118.14:s:28917285-28917449",4,"5",1,"chr17","-","ENSG00000109118.14:s:28917285-28917449_28915448-28917285",28915448,28917285,NA,NA,"source","Delta PSI < 0.05",0.0255,0.0091,0.2233,0.2107
"1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:102553891-102566987",NA,NA,NA,NA,NA,NA,"NFKB1","ENSG00000109320.13","ENSG00000109320.13:t:102566987-102567135",3,"4",1,"chr4","+","ENSG00000109320.13:t:102566987-102567135_102553891-102566987",102553891,102566987,NA,NA,"target","Delta PSI > 0.05",0.0026,0.0026,0.0031,0.1806
"1173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17:43884155-43898262",NA,NA,NA,NA,NA,NA,"MPP2","ENSG00000108852.15","ENSG00000108852.15:s:43898227-43898380",6,"4",0,"chr17","-","ENSG00000108852.15:s:43898227-43898380_43884155-43898262",43884155,43898262,43884156,43898226,"source","Delta PSI < 0.05",0.0453,0.0385,0.2024,0.1658
"1174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:33609966-33617676",NA,NA,NA,NA,NA,NA,"KIAA1549L","ENSG00000110427.17","ENSG00000110427.17:s:33609749-33609966",2,"3",1,"chr11","+","ENSG00000110427.17:s:33609749-33609966_33609966-33617676",33609966,33617676,NA,NA,"source","Delta PSI < 0.05",0.0014,0.0017,0.1267,0.1067
"1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:118826864-118829048",NA,NA,NA,NA,NA,NA,"MCM9","ENSG00000111877.18","ENSG00000111877.18:s:118829028-118829253",2,"3",0,"chr6","-","ENSG00000111877.18:s:118829028-118829253_118826864-118829048",118826864,118829048,NA,NA,"source","Delta PSI < 0.05",0.0227,0.0363,0.1857,0.1713
"1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:647916-648100",NA,NA,NA,NA,NA,NA,"CEP72","ENSG00000112877.8","ENSG00000112877.8:s:647805-647916",2,"3",1,"chr5","+","ENSG00000112877.8:s:647805-647916_647916-648100",647916,648100,NA,NA,"source","Delta PSI < 0.05",0.0031,0.0031,0.2292,0.249
"1177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:648223-652988",NA,NA,NA,NA,NA,NA,"CEP72","ENSG00000112877.8","ENSG00000112877.8:t:652988-653553",2,"3",1,"chr5","+","ENSG00000112877.8:t:652988-653553_648223-652988",648223,652988,NA,NA,"target","Delta PSI > 0.05",0.0031,0.0031,0.2244,0.2771
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:165711153-165987529",NA,NA,NA,NA,NA,NA,"PDE10A","ENSG00000112541.18","ENSG00000112541.18:s:165987529-165988078",11,"10",0,"chr6","-","ENSG00000112541.18:s:165987529-165988078_165711153-165987529",165711153,165987529,NA,NA,"source","Delta PSI > 0.05",0.025,0.0342,0.0292,0.1582
"1179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:170348324-170358225",NA,NA,NA,NA,NA,NA,"FAM120B","ENSG00000112584.14","ENSG00000112584.14:s:170348151-170348323",3,"3",1,"chr6","+","ENSG00000112584.14:s:170348151-170348323_170348324-170358225",170348324,170358225,170348324,170358225,"source","Delta PSI < 0.05",5e-04,5e-04,0.2639,0.2592
"1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:170348324-170358225",NA,NA,NA,NA,NA,NA,"FAM120B","ENSG00000112584.14","ENSG00000112584.14:t:170358226-170358420",4,"4",1,"chr6","+","ENSG00000112584.14:t:170358226-170358420_170348324-170358225",170348324,170358225,170348324,170358225,"target","Delta PSI < 0.05",4e-04,4e-04,0.2619,0.2561
"1181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:140648007-140648471",NA,NA,NA,NA,NA,NA,"IK","ENSG00000113141.18","ENSG00000113141.18:t:140648314-140648537",4,"5",0,"chr5","+","ENSG00000113141.18:t:140648314-140648537_140648007-140648471",140648007,140648471,NA,NA,"target","Delta PSI > 0.05",1e-04,8e-04,0.1094,0.1855
"1182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:69310517-69311263",NA,NA,NA,NA,NA,NA,"FRMD4B","ENSG00000114541.15","ENSG00000114541.15:s:69311263-69311357",3,"4",0,"chr3","-","ENSG00000114541.15:s:69311263-69311357_69310517-69311263",69310517,69311263,NA,NA,"source","Delta PSI > 0.05",0.0403,0.0259,0.5071,0.6305
"1183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:69302436-69306406",NA,NA,NA,NA,NA,NA,"FRMD4B","ENSG00000114541.15","ENSG00000114541.15:t:69302343-69302435",2,"2",1,"chr3","-","ENSG00000114541.15:t:69302343-69302435_69302436-69306406",69302436,69306406,69302436,69306406,"target","Delta PSI > 0.05",0.0043,0.0053,0.2053,0.3
"1184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:109197654-109198573",NA,NA,NA,NA,NA,NA,"ELAPOR1","ENSG00000116299.17","ENSG00000116299.17:s:109197474-109197654",2,"3",1,"chr1","+","ENSG00000116299.17:s:109197474-109197654_109197654-109198573",109197654,109198573,NA,NA,"source","Delta PSI > 0.05",0.006,0.0019,0.2687,0.3944
"1185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:109197654-109198573",NA,NA,NA,NA,NA,NA,"ELAPOR1","ENSG00000116299.17","ENSG00000116299.17:t:109198573-109198674",2,"3",1,"chr1","+","ENSG00000116299.17:t:109198573-109198674_109197654-109198573",109197654,109198573,NA,NA,"target","Delta PSI < 0.05",0.0056,0.002,0.3003,0.3444
"1186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:18281170-18291866",NA,NA,NA,NA,NA,NA,"IGSF21","ENSG00000117154.12","ENSG00000117154.12:t:18291866-18291987",5,"4",1,"chr1","+","ENSG00000117154.12:t:18291866-18291987_18281170-18291866",18281170,18291866,NA,NA,"target","Delta PSI > 0.05",5e-04,5e-04,0.2801,0.4621
"1187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:47466420-47471788",NA,NA,NA,NA,NA,NA,"SLC8A2","ENSG00000118160.14","ENSG00000118160.14:s:47471789-47471893",6,"4",1,"chr19","-","ENSG00000118160.14:s:47471789-47471893_47466420-47471788",47466420,47471788,47466420,47471788,"source","Delta PSI < 0.05",0.0174,0.0374,0.1477,0.1106
"1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:72954053-72954161",NA,NA,NA,NA,NA,NA,"DCAF4","ENSG00000119599.17","ENSG00000119599.17:t:72954161-72954262",3,"3",1,"chr14","+","ENSG00000119599.17:t:72954161-72954262_72954053-72954161",72954053,72954161,NA,NA,"target","Delta PSI > 0.05",0.0019,0.009,0.0568,0.1624
"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:101831167-101839753",NA,NA,NA,NA,NA,NA,"KCNIP2","ENSG00000120049.20","ENSG00000120049.20:s:101839753-101839872",3,"3",1,"chr10","-","ENSG00000120049.20:s:101839753-101839872_101831167-101839753",101831167,101839753,101834370,101839752,"source","Delta PSI < 0.05",7e-04,9e-04,0.2331,0.2276
"1190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr2:24054192-24060814",NA,NA,NA,NA,NA,NA,"FKBP1B","ENSG00000119782.14","ENSG00000119782.14:t:24060814-24060926",5,"4",0,"chr2","+","ENSG00000119782.14:t:24060814-24060926_24054192-24060814",24054192,24060814,24054617,24060813,"target","Delta PSI < 0.05",0.0411,0.0401,0.1263,0.1483
"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:101829199-101831072",NA,NA,NA,NA,NA,NA,"KCNIP2","ENSG00000120049.20","ENSG00000120049.20:t:101829075-101829547",6,"7",0,"chr10","-","ENSG00000120049.20:t:101829075-101829547_101829199-101831072",101829199,101831072,NA,NA,"target","Delta PSI < 0.05",0.0139,0.034,0.2679,0.2593
"1192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:19817191-19818297",NA,NA,NA,NA,NA,NA,"PLXDC2","ENSG00000120594.17","ENSG00000120594.17:s:19816239-19817191",2,"3",1,"chr10","+","ENSG00000120594.17:s:19816239-19817191_19817191-19818297",19817191,19818297,NA,NA,"source","Delta PSI < 0.05",0.0019,0.0018,0.3625,0.3125
"1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr12:103998098-103999397",NA,NA,NA,NA,NA,NA,"GLT8D2","ENSG00000120820.13","ENSG00000120820.13:s:103999359-103999514",2,"3",1,"chr12","-","ENSG00000120820.13:s:103999359-103999514_103998098-103999397",103998098,103999397,NA,NA,"source","Delta PSI > 0.05",0.0023,0.0029,0.0467,0.1258
"1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:33587168-33589162",NA,NA,NA,NA,NA,NA,"CSMD2","ENSG00000121904.18","ENSG00000121904.18:t:33587088-33587168",2,"3",1,"chr1","-","ENSG00000121904.18:t:33587088-33587168_33587168-33589162",33587168,33589162,NA,NA,"target","Delta PSI > 0.05",0.0181,0.0083,0.2958,0.375
"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:108896431-108896864",NA,NA,NA,NA,NA,NA,"GPSM2","ENSG00000121957.15","ENSG00000121957.15:t:108896864-108897086",4,"5",1,"chr1","+","ENSG00000121957.15:t:108896864-108897086_108896431-108896864",108896431,108896864,NA,NA,"target","Delta PSI < 0.05",5e-04,5e-04,0.5606,0.5106
"1196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:31740541-31741035",NA,NA,NA,NA,NA,NA,"ADGRB2","ENSG00000121753.13","ENSG00000121753.13:s:31741035-31741479",3,"3",1,"chr1","-","ENSG00000121753.13:s:31741035-31741479_31740541-31741035",31740541,31741035,NA,NA,"source","Delta PSI > 0.05",0.0058,0.0095,0.0641,0.1173
"1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:32887563-32888878",NA,NA,NA,NA,NA,NA,"HPCA","ENSG00000121905.10","ENSG00000121905.10:t:32888878-32889276",3,"4",1,"chr1","+","ENSG00000121905.10:t:32888878-32889276_32887563-32888878",32887563,32888878,NA,NA,"target","Delta PSI > 0.05",0.0286,0.0038,0.1383,0.2854
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:135094582-135168786",NA,NA,NA,NA,NA,NA,"CYREN","ENSG00000122783.17","ENSG00000122783.17:t:135092363-135094582",5,"5",1,"chr7","-","ENSG00000122783.17:t:135092363-135094582_135094582-135168786",135094582,135168786,NA,NA,"target","Delta PSI > 0.05",0.0186,0.0308,0.0449,0.1331
"1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr2:171392197-171433026",NA,NA,NA,NA,NA,NA,"METTL8","ENSG00000123600.21","ENSG00000123600.21:t:171392043-171392197",4,"5",0,"chr2","-","ENSG00000123600.21:t:171392043-171392197_171392197-171433026",171392197,171433026,NA,NA,"target","Delta PSI > 0.05",0.0457,0.004,0.3686,0.4259
"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:36678939-36684097",NA,NA,NA,NA,NA,NA,"CDKN1A","ENSG00000124762.14","ENSG00000124762.14:s:36678710-36678939",4,"4",0,"chr6","+","ENSG00000124762.14:s:36678710-36678939_36678939-36684097",36678939,36684097,NA,NA,"source","Delta PSI > 0.05",0.0179,0.0467,0.0415,0.1197
"1201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34072914-34073563",NA,NA,NA,NA,NA,NA,"RALY","ENSG00000125970.12","ENSG00000125970.12:t:34073563-34073574",4,"3",1,"chr20","+","ENSG00000125970.12:t:34073563-34073574_34072914-34073563",34072914,34073563,34072915,34073562,"target","Delta PSI < 0.05",1e-04,1e-04,0.1378,0.1637
"1202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:59474526-59475869",NA,NA,NA,NA,NA,NA,"L3HYPDH","ENSG00000126790.12","ENSG00000126790.12:s:59475869-59476006",3,"4",0,"chr14","-","ENSG00000126790.12:s:59475869-59476006_59474526-59475869",59474526,59475869,NA,NA,"source","Delta PSI > 0.05",0.003,0.0293,0.0304,0.1344
"1203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:932540-951207",NA,NA,NA,NA,NA,NA,"TMEM175","ENSG00000127419.17","ENSG00000127419.17:s:932387-932540",6,"6",1,"chr4","+","ENSG00000127419.17:s:932387-932540_932540-951207",932540,951207,NA,NA,"source","Delta PSI < 0.05",8e-04,8e-04,0.3249,0.2881
"1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr4:932540-951207",NA,NA,NA,NA,NA,NA,"TMEM175","ENSG00000127419.17","ENSG00000127419.17:t:951207-951259",2,"3",1,"chr4","+","ENSG00000127419.17:t:951207-951259_932540-951207",932540,951207,NA,NA,"target","Delta PSI < 0.05",7e-04,7e-04,0.1171,0.1067
"1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:9835402-9838012",NA,NA,NA,NA,NA,NA,"PIN1","ENSG00000127445.14","ENSG00000127445.14:t:9838012-9838098",3,"3",0,"chr19","+","ENSG00000127445.14:t:9838012-9838098_9835402-9838012",9835402,9838012,9836881,9838011,"target","Delta PSI < 0.05",0.0053,0.0396,0.1046,0.1189
"1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:40048796-40055416",NA,NA,NA,NA,NA,NA,"ZNF780B","ENSG00000128000.17","ENSG00000128000.17:s:40055416-40055576",2,"3",1,"chr19","-","ENSG00000128000.17:s:40055416-40055576_40048796-40055416",40048796,40055416,NA,NA,"source","Delta PSI < 0.05",0.0064,0.0292,0.1662,0.1335
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:40048796-40055416",NA,NA,NA,NA,NA,NA,"ZNF780B","ENSG00000128000.17","ENSG00000128000.17:t:40048670-40048796",3,"4",1,"chr19","-","ENSG00000128000.17:t:40048670-40048796_40048796-40055416",40048796,40055416,NA,NA,"target","Delta PSI < 0.05",0.0034,0.0154,0.1394,0.0952
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr15:40389929-40391949",NA,NA,NA,NA,NA,NA,"KNSTRN","ENSG00000128944.13","ENSG00000128944.13:t:40391949-40392023",2,"3",0,"chr15","+","ENSG00000128944.13:t:40391949-40392023_40389929-40391949",40389929,40391949,NA,NA,"target","Delta PSI < 0.05",0.0456,0.0476,0.1556,0.1598
"1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:17788413-17863566",NA,NA,NA,NA,NA,NA,"SERGEF","ENSG00000129158.11","ENSG00000129158.11:t:17788048-17788413",5,"6",0,"chr11","-","ENSG00000129158.11:t:17788048-17788413_17788413-17863566",17788413,17863566,NA,NA,"target","Delta PSI < 0.05",0.0148,0.0153,0.1311,0.115
"1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:39316136-39316734",NA,NA,NA,NA,NA,NA,"LRFN1","ENSG00000128011.5","ENSG00000128011.5:t:39316082-39316136",3,"3",1,"chr19","-","ENSG00000128011.5:t:39316082-39316136_39316136-39316734",39316136,39316734,NA,NA,"target","Delta PSI < 0.05",0.0027,0.0025,0.162,0.1798
"1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48452797-48453304",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:s:48453301-48453425",5,"4",1,"chr10","-","ENSG00000128805.15:s:48453301-48453425_48452797-48453304",48452797,48453304,48451628,48453300,"source","Delta PSI < 0.05",0.0265,0.028,0.2978,0.3253
"1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48451628-48453300",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:s:48453301-48453425",5,"4",1,"chr10","-","ENSG00000128805.15:s:48453301-48453425_48451628-48453300",48451628,48453300,48451628,48453300,"source","Delta PSI < 0.05",0.0316,0.0341,0.177,0.1676
"1213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48583510-48604763",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:s:48604763-48605088",6,"7",1,"chr10","-","ENSG00000128805.15:s:48604763-48605088_48583510-48604763",48583510,48604763,NA,NA,"source","Delta PSI < 0.05",1e-04,1e-04,0.2244,0.2412
"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48555550-48604763",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:s:48604763-48605088",6,"7",0,"chr10","-","ENSG00000128805.15:s:48604763-48605088_48555550-48604763",48555550,48604763,NA,NA,"source","Delta PSI < 0.05",0.0199,0.0282,0.3688,0.3847
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48555550-48604763",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:t:48555253-48555550",3,"4",0,"chr10","-","ENSG00000128805.15:t:48555253-48555550_48555550-48604763",48555550,48604763,NA,NA,"target","Delta PSI < 0.05",0.0309,0.0422,0.6088,0.6259
"1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:48583152-48583378",NA,NA,NA,NA,NA,NA,"ARHGAP22","ENSG00000128805.15","ENSG00000128805.15:t:48582721-48583152",3,"4",1,"chr10","-","ENSG00000128805.15:t:48582721-48583152_48583152-48583378",48583152,48583378,NA,NA,"target","Delta PSI < 0.05",0.0025,0.002,0.4608,0.4829
"1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:169776673-169781330",NA,NA,NA,NA,NA,NA,"ERMARD","ENSG00000130023.16","ENSG00000130023.16:s:169776455-169776673",3,"3",1,"chr6","+","ENSG00000130023.16:s:169776455-169776673_169776673-169781330",169776673,169781330,NA,NA,"source","Delta PSI > 0.05",0.0302,0.007,0.0373,0.1459
"1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr2:1650886-1653628",NA,NA,NA,NA,NA,NA,"PXDN","ENSG00000130508.11","ENSG00000130508.11:s:1653076-1653785",5,"4",1,"chr2","-","ENSG00000130508.11:s:1653076-1653785_1650886-1653628",1650886,1653628,1650887,1653075,"source","Delta PSI < 0.05",1e-04,0.0056,0.3397,0.3656
"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:17642541-17642845",NA,NA,NA,NA,NA,NA,"UNC13A","ENSG00000130477.16","ENSG00000130477.16:s:17642845-17642960",3,"3",1,"chr19","-","ENSG00000130477.16:s:17642845-17642960_17642541-17642845",17642541,17642845,NA,NA,"source","Delta PSI > 0.05",3e-04,3e-04,0.2686,0.4431
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:152367382-152369471",NA,NA,NA,NA,NA,NA,"SYNE1","ENSG00000131018.25","ENSG00000131018.25:s:152369471-152369614",2,"3",0,"chr6","-","ENSG00000131018.25:s:152369471-152369614_152367382-152369471",152367382,152369471,NA,NA,"source","Delta PSI > 0.05",0.0035,0.0048,0.0559,0.144
"1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:10661399-10665082",NA,NA,NA,NA,NA,NA,"CASZ1","ENSG00000130940.15","ENSG00000130940.15:s:10665083-10665571",3,"3",1,"chr1","-","ENSG00000130940.15:s:10665083-10665571_10661399-10665082",10661399,10665082,10661399,10665082,"source","Delta PSI < 0.05",0.0013,0.0012,0.131,0.1467
