gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,.id,color_gene_name
TCF12,ENSG00000140262.18,ENSG00000140262.18:t:57273030-57273262,0.0221,0.0149,5,4,1,chr15,+,ENSG00000140262.18:t:57273030-57273262_57272308-57273030,57272308,57273030,57263275,57273029,chr15:57272308-57273030,target,nt_nmd,non-NMD rescued
PKD2,ENSG00000118762.8,ENSG00000118762.8:s:88036064-88036480,0.0248,0.0169,3,2,1,chr4,+,ENSG00000118762.8:s:88036064-88036480_88036480-88038251,88036480,88038251,88036481,88038250,chr4:88036480-88038251,source,nt_nmd,NMD rescued
UBAP2L,ENSG00000143569.19,ENSG00000143569.19:s:154251481-154251653,0.0437,0.0083,3,3,1,chr1,+,ENSG00000143569.19:s:154251481-154251653_154251653-154254836,154251653,154254836,154251654,154253899,chr1:154251653-154254836,source,nt_nmd,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19938265-19938401,0.0412,0.0316,2,2,1,chr2,-,ENSG00000118965.16:s:19938265-19938401_19937946-19938321,19937946,19938321,,,chr2:19937946-19938321,source,nt_nmd,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19978751-19978879,0.001,2e-04,4,3,1,chr2,-,ENSG00000118965.16:s:19978751-19978879_19978167-19978751,19978167,19978751,19978168,19978750,chr2:19978167-19978751,source,nt_nmd,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:t:19975530-19975663,0.0189,0.0129,3,3,1,chr2,-,ENSG00000118965.16:t:19975530-19975663_19975663-19977925,19975663,19977925,19975664,19977924,chr2:19975663-19977925,target,nt_nmd,NMD rescued
ARL1,ENSG00000120805.14,ENSG00000120805.14:t:101401062-101401486,0.0383,0.0228,2,3,1,chr12,-,ENSG00000120805.14:t:101401062-101401486_101401173-101405844,101401173,101405844,,,chr12:101401173-101405844,target,nt_nmd,non-NMD rescued
UBE2Q2,ENSG00000140367.12,ENSG00000140367.12:s:75873428-75873568,0.0309,0.019,6,6,1,chr15,+,ENSG00000140367.12:s:75873428-75873568_75873568-75879098,75873568,75879098,75873569,75876186,chr15:75873568-75879098,source,nt_nmd,non-NMD rescued
CNTFR,ENSG00000122756.15,ENSG00000122756.15:t:34577085-34577328,0.0416,0.02,3,3,1,chr9,-,ENSG00000122756.15:t:34577085-34577328_34577328-34581095,34577328,34581095,34577329,34581093,chr9:34577328-34581095,target,nt_nmd,non-NMD rescued
RALY,ENSG00000125970.12,ENSG00000125970.12:s:34072066-34072330,0.026,0.0119,8,6,1,chr20,+,ENSG00000125970.12:s:34072066-34072330_34072330-34075874,34072330,34075874,34072331,34073562,chr20:34072330-34075874,source,nt_nmd,NMD rescued
RALY,ENSG00000125970.12,ENSG00000125970.12:t:34075874-34076229,0.0234,0.0113,5,5,1,chr20,+,ENSG00000125970.12:t:34075874-34076229_34072330-34075874,34072330,34075874,34075428,34075873,chr20:34072330-34075874,target,nt_nmd,NMD rescued
MTERF1,ENSG00000127989.14,ENSG00000127989.14:s:91880055-91880439,0.0011,9e-04,6,5,1,chr7,-,ENSG00000127989.14:s:91880055-91880439_91802599-91880055,91802599,91880055,91876979,91880054,chr7:91802599-91880055,source,nt_nmd,NMD rescued
CCDC136,ENSG00000128596.17,ENSG00000128596.17:t:128809167-128809644,0.0198,0.0117,3,3,1,chr7,+,ENSG00000128596.17:t:128809167-128809644_128808672-128809450,128808672,128809450,128808673,128809166,chr7:128808672-128809450,target,nt_nmd,NMD rescued
ZC3H7A,ENSG00000122299.12,ENSG00000122299.12:t:11758431-11759850,0.0408,0.0239,4,3,1,chr16,-,ENSG00000122299.12:t:11758431-11759850_11758539-11761910,11758539,11761910,11759851,11761405,chr16:11758539-11761910,target,nt_nmd,non-NMD rescued
ATG10,ENSG00000152348.16,ENSG00000152348.16:s:82058495-82058602,0.0493,0.0247,4,5,1,chr5,+,ENSG00000152348.16:s:82058495-82058602_82058602-82129612,82058602,82129612,,,chr5:82058602-82129612,source,nt_nmd,NMD rescued
COQ8B,ENSG00000123815.13,ENSG00000123815.13:s:40692951-40693037,0.0253,0.0128,2,3,1,chr19,-,ENSG00000123815.13:s:40692951-40693037_40686995-40692951,40686995,40692951,,,chr19:40686995-40692951,source,nt_nmd,non-NMD rescued
MED1,ENSG00000125686.12,ENSG00000125686.12:s:39431115-39431236,0.0231,0.0156,3,3,1,chr17,-,ENSG00000125686.12:s:39431115-39431236_39430217-39431115,39430217,39431115,39430218,39431114,chr17:39430217-39431115,source,nt_nmd,NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:s:120954940-120955102,0.0269,0.0208,2,3,1,chr3,+,ENSG00000145087.13:s:120954940-120955102_120955102-121045435,120955102,121045435,,,chr3:120955102-121045435,source,nt_nmd,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0077,0.0053,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908416-120909571,120908416,120909571,,,chr3:120908416-120909571,target,nt_nmd,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0205,0.0139,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908428-120909571,120908428,120909571,,,chr3:120908428-120909571,target,nt_nmd,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:121045435-121045535,0.0269,0.0192,2,3,1,chr3,+,ENSG00000145087.13:t:121045435-121045535_120955102-121045435,120955102,121045435,,,chr3:120955102-121045435,target,nt_nmd,non-NMD rescued
ANK2,ENSG00000145362.21,ENSG00000145362.21:s:112904455-112906508,0.0284,0.0156,6,7,1,chr4,+,ENSG00000145362.21:s:112904455-112906508_112904514-112936367,112904514,112936367,,,chr4:112904514-112936367,source,nt_nmd,NMD rescued
ANK2,ENSG00000145362.21,ENSG00000145362.21:t:113363338-113363469,0.0482,0.0198,2,3,1,chr4,+,ENSG00000145362.21:t:113363338-113363469_113346022-113363338,113346022,113363338,,,chr4:113346022-113363338,target,nt_nmd,NMD rescued
PEPD,ENSG00000124299.16,ENSG00000124299.16:t:33500938-33501511,0.0112,9e-04,10,9,1,chr19,-,ENSG00000124299.16:t:33500938-33501511_33501001-33507343,33501001,33507343,33501512,33511027,chr19:33501001-33507343,target,nt_nmd,non-NMD rescued
LRRFIP1,ENSG00000124831.20,ENSG00000124831.20:s:237769943-237770776,0.0251,0.0215,2,3,1,chr2,+,ENSG00000124831.20:s:237769943-237770776_237769992-237772866,237769992,237772866,,,chr2:237769992-237772866,source,nt_nmd,non-NMD rescued
LRRFIP1,ENSG00000124831.20,ENSG00000124831.20:t:237772866-237772945,0.0241,0.0232,3,3,1,chr2,+,ENSG00000124831.20:t:237772866-237772945_237769992-237772866,237769992,237772866,,,chr2:237769992-237772866,target,nt_nmd,non-NMD rescued
ABCC4,ENSG00000125257.16,ENSG00000125257.16:s:95161189-95161335,0.0336,0.0214,3,3,1,chr13,-,ENSG00000125257.16:s:95161189-95161335_95157322-95161189,95157322,95161189,95148961,95161188,chr13:95157322-95161189,source,nt_nmd,NMD rescued
DOCK4,ENSG00000128512.24,ENSG00000128512.24:s:112004048-112004131,0.0246,0.0156,2,3,1,chr7,-,ENSG00000128512.24:s:112004048-112004131_111998503-112004048,111998503,112004048,,,chr7:111998503-112004048,source,nt_nmd,non-NMD rescued
DOCK4,ENSG00000128512.24,ENSG00000128512.24:t:111998448-111998503,0.024,0.0153,2,3,1,chr7,-,ENSG00000128512.24:t:111998448-111998503_111998503-112004048,111998503,112004048,,,chr7:111998503-112004048,target,nt_nmd,non-NMD rescued
ZNF141,ENSG00000131127.14,ENSG00000131127.14:t:343782-343908,0.0014,8e-04,4,4,1,chr4,+,ENSG00000131127.14:t:343782-343908_337415-343782,337415,343782,337987,343781,chr4:337415-343782,target,nt_nmd,non-NMD rescued
NCLN,ENSG00000125912.11,ENSG00000125912.11:s:3198817-3198901,0.0449,0.0112,5,4,1,chr19,+,ENSG00000125912.11:s:3198817-3198901_3198897-3200333,3198897,3200333,3198902,3199106,chr19:3198897-3200333,source,nt_nmd,NMD rescued
TMEM175,ENSG00000127419.17,ENSG00000127419.17:s:932387-932540,0.0043,0.0014,7,6,1,chr4,+,ENSG00000127419.17:s:932387-932540_932540-951207,932540,951207,932541,945998,chr4:932540-951207,source,nt_nmd,non-NMD rescued
TMEM175,ENSG00000127419.17,ENSG00000127419.17:t:951207-951259,0.0056,0.0024,2,3,1,chr4,+,ENSG00000127419.17:t:951207-951259_932540-951207,932540,951207,,,chr4:932540-951207,target,nt_nmd,non-NMD rescued
TMEM175,ENSG00000127419.17,ENSG00000127419.17:t:952817-953354,0.0031,2e-04,3,3,1,chr4,+,ENSG00000127419.17:t:952817-953354_952450-952817,952450,952817,,,chr4:952450-952817,target,nt_nmd,non-NMD rescued
TUBGCP3,ENSG00000126216.15,ENSG00000126216.15:s:112544556-112546203,0.0078,0.0053,3,3,1,chr13,-,ENSG00000126216.15:s:112544556-112546203_112522509-112545699,112522509,112545699,112539984,112544555,chr13:112522509-112545699,source,nt_nmd,NMD rescued
TUBGCP3,ENSG00000126216.15,ENSG00000126216.15:t:112522320-112522509,0.0074,0.0055,3,3,1,chr13,-,ENSG00000126216.15:t:112522320-112522509_112522509-112545699,112522509,112545699,112522510,112526941,chr13:112522509-112545699,target,nt_nmd,NMD rescued
PCID2,ENSG00000126226.22,ENSG00000126226.22:t:113181129-113181230,0.0498,0.0218,3,3,1,chr13,-,ENSG00000126226.22:t:113181129-113181230_113181230-113183787,113181230,113183787,113181231,113183786,chr13:113181230-113183787,target,nt_nmd,NMD rescued
UBR4,ENSG00000127481.15,ENSG00000127481.15:s:19145793-19145933,0.0243,0.0131,2,3,1,chr1,-,ENSG00000127481.15:s:19145793-19145933_19145678-19145793,19145678,19145793,,,chr1:19145678-19145793,source,nt_nmd,non-NMD rescued
H2BC5,ENSG00000158373.9,ENSG00000158373.9:t:26170975-26171349,0.0439,0.0146,4,4,1,chr6,+,ENSG00000158373.9:t:26170975-26171349_26163918-26170975,26163918,26170975,26163919,26170974,chr6:26163918-26170975,target,nt_nmd,NMD rescued
LRFN1,ENSG00000128011.5,ENSG00000128011.5:s:39320490-39320863,0.0279,0.015,2,2,1,chr19,-,ENSG00000128011.5:s:39320490-39320863_39318358-39320490,39318358,39320490,,,chr19:39318358-39320490,source,nt_nmd,non-NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:s:1466749-1466890,6e-04,0,3,3,1,chr5,-,ENSG00000153395.10:s:1466749-1466890_1466348-1466749,1466348,1466749,1466349,1466748,chr5:1466348-1466749,source,nt_nmd,non-NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:s:1488377-1488451,0.0357,0.0122,3,3,1,chr5,-,ENSG00000153395.10:s:1488377-1488451_1487659-1488391,1487659,1488391,1487660,1488376,chr5:1487659-1488391,source,nt_nmd,NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:t:1461427-1463835,0.0058,0.0011,4,4,1,chr5,-,ENSG00000153395.10:t:1461427-1463835_1463835-1464267,1463835,1464267,1463836,1464266,chr5:1463835-1464267,target,nt_nmd,NMD rescued
RRP1,ENSG00000160214.13,ENSG00000160214.13:s:43791350-43791432,0.0355,0.0133,3,4,1,chr21,+,ENSG00000160214.13:s:43791350-43791432_43791432-43791523,43791432,43791523,,,chr21:43791432-43791523,source,nt_nmd,NMD rescued
RRP1,ENSG00000160214.13,ENSG00000160214.13:s:43791350-43791432,5e-04,0,3,4,1,chr21,+,ENSG00000160214.13:s:43791350-43791432_43791432-43792383,43791432,43792383,,,chr21:43791432-43792383,source,nt_nmd,NMD rescued
RRP1,ENSG00000160214.13,ENSG00000160214.13:t:43792672-43792729,4e-04,0,4,4,1,chr21,+,ENSG00000160214.13:t:43792672-43792729_43792574-43792672,43792574,43792672,,,chr21:43792574-43792672,target,nt_nmd,NMD rescued
MAU2,ENSG00000129933.21,ENSG00000129933.21:s:19343837-19344159,0.0416,0.0132,2,2,1,chr19,+,ENSG00000129933.21:s:19343837-19344159_19343940-19344796,19343940,19344796,,,chr19:19343940-19344796,source,nt_nmd,NMD rescued
PXDN,ENSG00000130508.11,ENSG00000130508.11:s:1653076-1653785,0.0093,1e-04,4,4,1,chr2,-,ENSG00000130508.11:s:1653076-1653785_1650886-1653628,1650886,1653628,1650887,1653075,chr2:1650886-1653628,source,nt_nmd,non-NMD rescued
PXDN,ENSG00000130508.11,ENSG00000130508.11:t:1648172-1649675,0.0079,0,3,3,1,chr2,-,ENSG00000130508.11:t:1648172-1649675_1649675-1650800,1649675,1650800,1649676,1650799,chr2:1649675-1650800,target,nt_nmd,non-NMD rescued
TIMM17A,ENSG00000134375.11,ENSG00000134375.11:s:201957511-201958028,0.0412,0.0139,4,4,1,chr1,+,ENSG00000134375.11:s:201957511-201958028_201957574-201958839,201957574,201958839,201958029,201958838,chr1:201957574-201958839,source,nt_nmd,non-NMD rescued
DOCK6,ENSG00000130158.14,ENSG00000130158.14:s:11247258-11248151,0.0393,0.0194,2,3,1,chr19,-,ENSG00000130158.14:s:11247258-11248151_11246962-11248066,11246962,11248066,,,chr19:11246962-11248066,source,nt_nmd,NMD rescued
SMARCAD1,ENSG00000163104.18,ENSG00000163104.18:s:94226119-94226296,0.0071,0.0066,3,3,1,chr4,+,ENSG00000163104.18:s:94226119-94226296_94226296-94236952,94226296,94236952,94226297,94233953,chr4:94226296-94236952,source,nt_nmd,non-NMD rescued
HDAC11,ENSG00000163517.15,ENSG00000163517.15:t:13504094-13504272,0.0463,0.0188,4,5,1,chr3,+,ENSG00000163517.15:t:13504094-13504272_13498555-13504094,13498555,13504094,,,chr3:13498555-13504094,target,nt_nmd,non-NMD rescued
PAN2,ENSG00000135473.16,ENSG00000135473.16:s:56323017-56323209,0.0302,0.0175,3,2,1,chr12,-,ENSG00000135473.16:s:56323017-56323209_56322670-56323062,56322670,56323062,,,chr12:56322670-56323062,source,nt_nmd,non-NMD rescued
MEIS2,ENSG00000134138.22,ENSG00000134138.22:s:37097934-37098531,9e-04,0,6,3,1,chr15,-,ENSG00000134138.22:s:37097934-37098531_37096430-37097934,37096430,37097934,37097406,37097933,chr15:37096430-37097934,source,nt_nmd,non-NMD rescued
MEIS2,ENSG00000134138.22,ENSG00000134138.22:t:37096289-37096506,0.001,0,5,3,1,chr15,-,ENSG00000134138.22:t:37096289-37096506_37096430-37097934,37096430,37097934,37096507,37097270,chr15:37096430-37097934,target,nt_nmd,non-NMD rescued
ZDHHC1,ENSG00000159714.12,ENSG00000159714.12:t:67400957-67401132,0.0491,0.0235,5,4,1,chr16,-,ENSG00000159714.12:t:67400957-67401132_67401065-67416171,67401065,67416171,67401133,67404157,chr16:67401065-67416171,target,nt_nmd,non-NMD rescued
TPCN2,ENSG00000162341.18,ENSG00000162341.18:s:69081400-69081499,9e-04,2e-04,4,4,1,chr11,+,ENSG00000162341.18:s:69081400-69081499_69081499-69083542,69081499,69083542,69081500,69083541,chr11:69081499-69083542,source,nt_nmd,NMD rescued
TPCN2,ENSG00000162341.18,ENSG00000162341.18:t:69083945-69084016,0.0012,3e-04,3,3,1,chr11,+,ENSG00000162341.18:t:69083945-69084016_69083658-69083945,69083658,69083945,69083659,69083944,chr11:69083658-69083945,target,nt_nmd,NMD rescued
ZSWIM5,ENSG00000162415.7,ENSG00000162415.7:t:45040392-45040538,0.0175,0.0142,3,4,1,chr1,-,ENSG00000162415.7:t:45040392-45040538_45040538-45041528,45040538,45041528,,,chr1:45040538-45041528,target,nt_nmd,NMD rescued
NPHP4,ENSG00000131697.18,ENSG00000131697.18:s:5890469-5891028,0.0013,6e-04,4,3,1,chr1,-,ENSG00000131697.18:s:5890469-5891028_5887466-5890469,5887466,5890469,5888611,5890468,chr1:5887466-5890469,source,nt_nmd,NMD rescued
NPHP4,ENSG00000131697.18,ENSG00000131697.18:t:5887286-5887466,0.0013,6e-04,4,3,1,chr1,-,ENSG00000131697.18:t:5887286-5887466_5887466-5890469,5887466,5890469,5887467,5888459,chr1:5887466-5890469,target,nt_nmd,NMD rescued
REEP3,ENSG00000165476.14,ENSG00000165476.14:s:63610187-63610334,0.0208,0.014,3,3,1,chr10,+,ENSG00000165476.14:s:63610187-63610334_63610334-63614354,63610334,63614354,63610335,63619654,chr10:63610334-63614354,source,nt_nmd,NMD rescued
MTSS2,ENSG00000132613.16,ENSG00000132613.16:s:70674306-70674528,0.021,0.0123,5,4,1,chr16,-,ENSG00000132613.16:s:70674306-70674528_70669046-70674306,70669046,70674306,70669047,70674305,chr16:70669046-70674306,source,nt_nmd,NMD rescued
MTSS2,ENSG00000132613.16,ENSG00000132613.16:t:70665466-70665540,0.0253,0.0127,5,5,1,chr16,-,ENSG00000132613.16:t:70665466-70665540_70665540-70668999,70665540,70668999,70665541,70666339,chr16:70665540-70668999,target,nt_nmd,non-NMD rescued
ARNTL,ENSG00000133794.20,ENSG00000133794.20:s:13309986-13310059,0.0469,0.0266,6,6,1,chr11,+,ENSG00000133794.20:s:13309986-13310059_13310059-13346354,13310059,13346354,13310060,13321820,chr11:13310059-13346354,source,nt_nmd,NMD rescued
UNC79,ENSG00000133958.14,ENSG00000133958.14:s:93529286-93529326,0.0328,0.0167,3,3,1,chr14,+,ENSG00000133958.14:s:93529286-93529326_93529326-93537989,93529326,93537989,93529327,93532549,chr14:93529326-93537989,source,nt_nmd,non-NMD rescued
UNC79,ENSG00000133958.14,ENSG00000133958.14:t:93537989-93538218,0.0291,0.0147,4,4,1,chr14,+,ENSG00000133958.14:t:93537989-93538218_93529326-93537989,93529326,93537989,93532579,93537988,chr14:93529326-93537989,target,nt_nmd,non-NMD rescued
CDK7,ENSG00000134058.12,ENSG00000134058.12:s:69259818-69259936,0.0027,0.0022,3,3,1,chr5,+,ENSG00000134058.12:s:69259818-69259936_69259936-69261377,69259936,69261377,69259937,69261376,chr5:69259936-69261377,source,nt_nmd,NMD rescued
CDK7,ENSG00000134058.12,ENSG00000134058.12:t:69262205-69262304,0.017,0.0156,5,5,1,chr5,+,ENSG00000134058.12:t:69262205-69262304_69261458-69262205,69261458,69262205,69261459,69262204,chr5:69261458-69262205,target,nt_nmd,NMD rescued
DNAAF5,ENSG00000164818.16,ENSG00000164818.16:t:754589-754821,0.0231,0.0141,6,6,1,chr7,+,ENSG00000164818.16:t:754589-754821_751168-754589,751168,754589,751169,754588,chr7:751168-754589,target,nt_nmd,NMD rescued
EEFSEC,ENSG00000132394.11,ENSG00000132394.11:s:128264617-128264781,0.0279,0.0149,2,3,1,chr3,+,ENSG00000132394.11:s:128264617-128264781_128264781-128336904,128264781,128336904,,,chr3:128264781-128336904,source,nt_nmd,NMD rescued
CNPY4,ENSG00000166997.8,ENSG00000166997.8:s:100119955-100120399,0.0448,0.0172,5,3,1,chr7,+,ENSG00000166997.8:s:100119955-100120399_100120313-100121161,100120313,100121161,100120400,100121160,chr7:100120313-100121161,source,nt_nmd,NMD rescued
GNG8,ENSG00000167414.5,ENSG00000167414.5:s:46636050-46636202,0.0033,3e-04,4,3,1,chr19,-,ENSG00000167414.5:s:46636050-46636202_46634725-46636050,46634725,46636050,46635095,46636049,chr19:46634725-46636050,source,nt_nmd,non-NMD rescued
GNG8,ENSG00000167414.5,ENSG00000167414.5:t:46634599-46634725,0.0031,2e-04,5,4,1,chr19,-,ENSG00000167414.5:t:46634599-46634725_46634725-46636050,46634725,46636050,46634726,46635023,chr19:46634725-46636050,target,nt_nmd,non-NMD rescued
SRP68,ENSG00000167881.15,ENSG00000167881.15:t:76064038-76064171,0.0468,0.0131,4,4,1,chr17,-,ENSG00000167881.15:t:76064038-76064171_76064171-76064444,76064171,76064444,76064172,76064443,chr17:76064171-76064444,target,nt_nmd,NMD rescued
MAPKBP1,ENSG00000137802.14,ENSG00000137802.14:s:41817388-41817458,0.0251,0.0179,2,3,1,chr15,+,ENSG00000137802.14:s:41817388-41817458_41817458-41818009,41817458,41818009,,,chr15:41817458-41818009,source,nt_nmd,non-NMD rescued
OLA1,ENSG00000138430.16,ENSG00000138430.16:t:174081924-174082064,0.02,0.016,2,3,1,chr2,-,ENSG00000138430.16:t:174081924-174082064_174082064-174141825,174082064,174141825,,,chr2:174082064-174141825,target,nt_nmd,NMD rescued
ARHGAP32,ENSG00000134909.19,ENSG00000134909.19:s:128998319-128998468,0.0091,0.0104,2,3,1,chr11,-,ENSG00000134909.19:s:128998319-128998468_128992046-128998319,128992046,128998319,,,chr11:128992046-128998319,source,nt_nmd,non-NMD rescued
TUB,ENSG00000166402.9,ENSG00000166402.9:s:8097228-8097425,0.0107,9e-04,3,2,1,chr11,+,ENSG00000166402.9:s:8097228-8097425_8097425-8097584,8097425,8097584,8097426,8097583,chr11:8097425-8097584,source,nt_nmd,NMD rescued
TNS3,ENSG00000136205.18,ENSG00000136205.18:s:47368365-47369621,0.0477,0.0242,2,3,1,chr7,-,ENSG00000136205.18:s:47368365-47369621_47345038-47368365,47345038,47368365,,,chr7:47345038-47368365,source,nt_nmd,NMD rescued
PIANP,ENSG00000139200.14,ENSG00000139200.14:s:6695430-6695651,0.0301,0.0147,3,3,1,chr12,-,ENSG00000139200.14:s:6695430-6695651_6692446-6695430,6692446,6695430,6695058,6695429,chr12:6692446-6695430,source,nt_nmd,non-NMD rescued
FAM149B1,ENSG00000138286.15,ENSG00000138286.15:s:73208619-73208786,0.0234,0.0162,2,3,1,chr10,+,ENSG00000138286.15:s:73208619-73208786_73208786-73228060,73208786,73228060,,,chr10:73208786-73228060,source,nt_nmd,NMD rescued
FAM149B1,ENSG00000138286.15,ENSG00000138286.15:t:73232939-73233197,0.017,0.0131,3,3,1,chr10,+,ENSG00000138286.15:t:73232939-73233197_73228184-73232939,73228184,73232939,73231307,73232938,chr10:73228184-73232939,target,nt_nmd,NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:s:11692626-11692660,0.0146,0.0125,4,3,1,chr8,+,ENSG00000136574.19:s:11692626-11692660_11692660-11698298,11692660,11698298,11692661,11698297,chr8:11692660-11698298,source,nt_nmd,non-NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:t:11700508-11700778,0.0012,0.001,6,4,1,chr8,+,ENSG00000136574.19:t:11700508-11700778_11698411-11700508,11698411,11700508,11698412,11700507,chr8:11698411-11700508,target,nt_nmd,non-NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:t:11700508-11700778,0.0012,0.001,6,4,1,chr8,+,ENSG00000136574.19:t:11700508-11700778_11698411-11700511,11698411,11700511,11698412,11700507,chr8:11698411-11700511,target,nt_nmd,non-NMD rescued
BIN1,ENSG00000136717.15,ENSG00000136717.15:t:127053422-127053445,0.0131,0.0063,3,3,1,chr2,-,ENSG00000136717.15:t:127053422-127053445_127053445-127057473,127053445,127057473,127053446,127053904,chr2:127053445-127057473,target,nt_nmd,non-NMD rescued
CSGALNACT2,ENSG00000169826.8,ENSG00000169826.8:s:43154897-43155810,0.0273,0.0208,3,3,1,chr10,+,ENSG00000169826.8:s:43154897-43155810_43155810-43160494,43155810,43160494,43155811,43158714,chr10:43155810-43160494,source,nt_nmd,non-NMD rescued
ALK,ENSG00000171094.18,ENSG00000171094.18:s:29228741-29229066,0.036,0.0157,5,4,1,chr2,-,ENSG00000171094.18:s:29228741-29229066_29227074-29228958,29227074,29228958,29227673,29228740,chr2:29227074-29228958,source,nt_nmd,non-NMD rescued
STRA6,ENSG00000137868.19,ENSG00000137868.19:s:74189115-74189277,0.0492,0.012,8,5,1,chr15,-,ENSG00000137868.19:s:74189115-74189277_74185843-74189115,74185843,74189115,74185971,74189114,chr15:74185843-74189115,source,nt_nmd,non-NMD rescued
