gene_name,paste_into_igv_junction,junc_cat,baseline_PSI,contrast_PSI,comparison,strand,is_cryptic,n_significant_data
PTPRN2,chr7:158205273-158249607,novel_donor,8e-04,0.1746,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
INTS8,chr8:94832175-94836523,none,0.0192,0.1339,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NIPSNAP3B,chr9:104771316-104772822,annotated,0.045,0.1655,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
GREB1,chr2:11580832-11592776,novel_exon_skip,0.0197,0.1009,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
GREB1,chr2:11483394-11556454,novel_donor,0.0122,0.1021,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
GREB1,chr2:11580832-11592776,novel_exon_skip,0.0264,0.1445,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
UCKL1,chr20:63950805-63952881,none,0.0298,0.1961,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
KIAA0753,chr17:6580975-6589779,novel_acceptor,0.001,0.2347,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
KIAA0753,chr17:6579864-6580932,novel_donor,0.0014,0.2912,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
ENSG00000286104,chr19:58583172-58585763,ambig_gene,0.0081,0.1715,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ENSG00000286104,chr19:58586356-58591498,annotated,0.0109,0.113,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000286104,chr19:58585793-58586155,novel_donor,0.0119,0.2204,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
RASGRP2,chr11:64744482-64744742,annotated,0.0489,0.3766,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
RASGRP2,chr11:64742937-64744333,annotated,0.047,0.1436,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ANKRD27,chr19:32631495-32637299,none,0.049,0.1904,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
WASL,chr7:123684580-123692347,novel_exon_skip,4e-04,0.5621,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,8
WASL,chr7:123689151-123692346,none,0.0396,0.1359,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
WASL,chr7:123684580-123692347,novel_exon_skip,4e-04,0.6399,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,8
WASL,chr7:123684581-123689041,none,0.049,0.2007,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MADD,chr11:47325032-47328658,novel_donor,6e-04,0.2267,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
MADD,chr11:47325032-47326544,novel_donor,2e-04,0.2294,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
MADD,chr11:47325032-47328658,novel_donor,5e-04,0.2298,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
KCNIP2,chr10:101831167-101839753,novel_combo,0.0053,0.1338,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
KCNIP2,chr10:101829199-101831072,annotated,0.0266,0.2593,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
QRICH2,chr17:76290077-76304415,novel_exon_skip,0.035,0.2275,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
EXD3,chr9:137366156-137366493,annotated,0.0013,0.6859,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
EXD3,chr9:137356368-137365127,annotated,0.0058,0.781,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZNF573,chr19:37773751-37779213,novel_donor,0.012,0.2461,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ZNF573,chr19:37773751-37779213,novel_donor,0.012,0.2743,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
LIPE-AS1,chr19:42397224-42420328,novel_acceptor,0.0013,0.1871,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
LIPE-AS1,chr19:42402015-42408258,novel_donor,0.0358,0.1461,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000251184,chr9:128952846-128956141,ambig_gene,0.0025,0.8883,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ENSG00000251184,chr9:128956174-128956350,ambig_gene,0.0025,0.937,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
B4GALT2,chr1:43979511-43980130,novel_acceptor,0.0056,0.1142,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
B4GALT2,chr1:43980614-43981109,annotated,0.0256,0.1637,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
EML2,chr19:45638873-45639357,annotated,0.0196,0.1443,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZNF780B,chr19:40048796-40055416,ambig_gene,0.0253,0.2083,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
MTSS2,chr16:70666612-70668999,none,0.0031,0.132,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MTSS2,chr16:70669046-70674306,novel_acceptor,0.0086,0.1154,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
MTSS2,chr16:70665540-70668999,novel_donor,0.0074,0.1246,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
MTSS2,chr16:70666612-70668999,none,0.0026,0.2324,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
KCTD15,chr19:33799718-33800138,novel_acceptor,0.0025,0.1812,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
KCTD15,chr19:33798390-33798668,novel_combo,0.0442,0.1247,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
KCTD15,chr19:33800188-33800428,novel_donor,2e-04,0.106,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
KCTD15,chr19:33800189-33800427,none,0.0104,0.1607,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
TMEM164,chrX:110003156-110003501,annotated,0.0404,0.1474,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
DLGAP1,chr18:4148123-4151180,novel_acceptor,9e-04,0.1042,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
DLGAP1,chr18:4147667-4151180,novel_acceptor,9e-04,0.2605,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
EXOC7,chr17:76089320-76094414,annotated,0.0419,0.1352,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MPZL1,chr1:167776166-167787820,annotated,0.0317,0.1355,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000228463,chr1:348430-356685,novel_acceptor,0.0032,0.316,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CIC,chr19:42271358-42271774,novel_donor,0.028,0.1155,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MPP2,chr17:43884155-43898262,annotated,0.045,0.1826,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
MPP2,chr17:43883355-43884084,annotated,0.0378,0.1368,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
CDK7,chr5:69259936-69261377,novel_acceptor,6e-04,0.1841,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
CDK7,chr5:69259937-69261376,none,0.0298,0.2035,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CDK7,chr5:69261458-69262205,novel_donor,4e-04,0.2882,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
CDK7,chr5:69261459-69262204,none,0.0295,0.1749,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ARHGAP32,chr11:128992046-128998319,novel_acceptor,0.0036,0.4487,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
ARHGAP32,chr11:128998468-129023859,annotated,0.0442,0.1866,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGAP32,chr11:129164427-129235945,novel_donor,4e-04,0.1125,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
NFASC,chr1:204988806-205009557,annotated,0.0303,0.1419,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NFASC,chr1:204988806-205009557,annotated,0.0446,0.1831,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PTPN13,chr4:86672543-86674457,novel_acceptor,0.001,0.1215,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
KCTD13,chr16:29921961-29923190,annotated,0.0389,0.1017,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
CENATAC,chr11:119012003-119012115,novel_acceptor,0.0314,0.1561,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
SRGAP1,chr12:64087026-64091276,annotated,0.0368,0.1246,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
RNF115,chr1:145788802-145788908,novel_acceptor,0.0211,0.1438,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
RNF115,chr1:145784596-145788612,novel_donor,0.0199,0.1887,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ENSG00000268575,chr1:1709640-1719358,ambig_gene,0.0187,0.1268,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,8
ENSG00000273734,chr19:2334722-2337442,none,0.0476,0.2324,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZFAT,chr8:134645052-134657561,novel_acceptor,0.0042,0.2892,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
ZFAT,chr8:134590355-134599730,annotated,0.0022,0.1597,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZFAT,chr8:134637712-134645005,novel_donor,0.0028,0.2507,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.0028,0.3758,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,9
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.0033,0.421,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,9
PRDM2,chr1:13731117-13731567,novel_acceptor,0.0305,0.1616,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PRDM2,chr1:13731616-13732779,novel_donor,0.0301,0.1157,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
AZIN2,chr1:33082354-33092050,annotated,0.0239,0.1361,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CDH8,chr16:61901473-61918258,annotated,0.0457,0.1551,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
HDGFL2,chr19:4491835-4492015,novel_acceptor,1e-04,0.6794,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,7
HDGFL2,chr19:4492152-4493703,novel_donor,1e-04,0.5875,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,6
HDGFL2,chr19:4492152-4493706,none,1e-04,0.1235,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
LRP1B,chr2:141635122-141810279,novel_acceptor,4e-04,0.1384,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
LRP1B,chr2:141480533-141635095,novel_donor,0.001,0.1345,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SLC26A11,chr17:80223337-80224082,novel_acceptor,3e-04,0.1393,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
RASA3,chr13:113992184-113992485,novel_acceptor,3e-04,0.1607,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
RASA3,chr13:113992185-113992484,none,3e-04,0.1601,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
RASA3,chr13:113981859-113990926,none,3e-04,0.1821,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CACNA1E,chr1:181726162-181731175,annotated,0.0324,0.7664,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
NYNRIN,chr14:24412691-24412997,annotated,0.0115,0.82,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ENSG00000291073,chr16:21495427-21519828,novel_acceptor,0.0287,0.1201,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
LRRC23,chr12:6913237-6913891,annotated,0.0454,0.2037,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
CARMIL1,chr6:25556850-25580924,annotated,0.0232,0.1442,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
GRIP1,chr12:66455564-66456187,annotated,0.0142,0.122,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SYT3,chr19:50637847-50639025,novel_acceptor,0.0104,0.1271,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ENSG00000269095,chr19:17240765-17246473,ambig_gene,0.0215,0.2308,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ENSG00000291202,chr4:119448959-119450041,annotated,0.0419,0.1773,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ENSG00000291207,chr7:45735670-45736787,annotated,0.0106,0.3486,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
ENSG00000291207,chr7:45728313-45735607,annotated,4e-04,0.2402,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,7
GNB5,chr15:52124824-52125163,none,0.0178,0.1038,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
NUP188,chr9:128952846-128956141,ambig_gene,0.0025,0.8883,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
NUP188,chr9:128956174-128956350,ambig_gene,0.0025,0.937,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
DNM1,chr9:128250940-128253047,novel_acceptor,0.0013,0.1181,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
PHF12,chr17:28915448-28917285,novel_acceptor,0.0356,0.1622,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SYT7,chr11:61547620-61551384,novel_acceptor,4e-04,0.5744,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SYT7,chr11:61547308-61547530,novel_donor,1e-04,0.7344,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
CIT,chr12:119718861-119720478,annotated,0.0436,0.1523,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ITPRID2,chr2:181916427-181918598,annotated,0.0408,0.1919,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PDE9A,chr21:42687994-42697415,annotated,0.0277,0.1248,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PDE9A,chr21:42759419-42760327,none,0.0157,0.7463,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ADCY1,chr7:45622743-45625299,novel_acceptor,3e-04,0.5544,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ADCY1,chr7:45625377-45648670,novel_donor,2e-04,0.4467,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
LRFN5,chr14:41608562-41886606,novel_exon_skip,0.0432,0.1686,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ATF7IP2,chr16:10386122-10414574,annotated,0.0075,0.2391,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ATG13,chr11:46659485-46665383,annotated,0.0346,0.135,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
GTPBP6,chrY:315020-316914,novel_exon_skip,0.0105,0.1209,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
UNC13B,chr9:35313989-35364545,annotated,0.0124,0.1993,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
UNC13B,chr9:35364567-35366947,annotated,0.0082,0.1779,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ENSG00000273217,chr5:131446703-131453054,annotated,0.0417,0.1325,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ENSG00000291239,chr19:36850968-36892818,ambig_gene,4e-04,0.1795,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000291239,chr19:36850968-36917579,ambig_gene,4e-04,0.2272,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000291239,chr19:36850968-36892818,ambig_gene,0.0018,0.2572,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000291239,chr19:36850968-36917579,ambig_gene,0.005,0.5371,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CYFIP2,chr5:157328050-157330161,none,0.0058,0.1737,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CYFIP2,chr5:157330228-157330741,none,0.0058,0.1735,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CYFIP2,chr5:157361336-157361468,novel_donor,0,0.1022,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
DNAAF9,chr20:3344699-3348525,novel_acceptor,2e-04,0.4637,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
DNAAF9,chr20:3343731-3344641,novel_donor,2e-04,0.3924,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
AARS1,chr16:70272882-70276486,novel_acceptor,1e-04,0.1947,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
AARS1,chr16:70271972-70272796,novel_donor,1e-04,0.2537,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
KCTD9,chr8:25439792-25440577,annotated,0.0444,0.1695,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
LMBRD1,chr6:69738016-69741788,none,0.0308,0.1158,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
TRAPPC12,chr2:3457693-3458462,novel_acceptor,2e-04,0.1119,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
TRAPPC12,chr2:3421786-3421881,annotated,0.0325,0.1354,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
TRAPPC12,chr2:3457693-3458462,novel_acceptor,0.0044,0.5394,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
TRAPPC12,chr2:3458515-3460263,novel_donor,0.0023,0.7769,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,9
GNB1L,chr22:19824077-19854443,ambig_gene,0.0012,0.2423,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
GNB1L,chr22:19821375-19823987,novel_donor,0.002,0.2546,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
CCNY-AS1,chr10:35321670-35335809,none,0.0262,0.317,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
CCNY-AS1,chr10:35316409-35335809,novel_donor,0.0024,0.1092,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CELSR3,chr3:48650289-48650480,novel_acceptor,0.0423,0.2975,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
CELSR3,chr3:48649215-48650275,novel_donor,0.038,0.2702,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
LIPE,chr19:42402015-42408258,none,0.0194,0.1108,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CEP72,chr5:648223-652988,novel_donor,0.0033,0.2747,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
COL18A1,chr21:45483941-45484004,none,0.0035,0.2087,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
COL18A1,chr21:45483877-45483911,none,0.0035,0.3152,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
EP400,chr12:131992230-132005077,novel_exon_skip,0.0047,0.5992,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,10
EP400,chr12:131992230-132005077,novel_exon_skip,0.0061,0.6835,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,10
EP400,chr12:131995013-132005076,none,0.0371,0.155,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
PIP5K1C,chr19:3633169-3638884,annotated,0.0398,0.1279,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZKSCAN7,chr3:44568433-44582972,annotated,0.0086,0.1263,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZKSCAN7,chr3:44568433-44582972,annotated,0.0448,0.3232,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZKSCAN7,chr3:44570665-44582972,annotated,0.0091,0.1106,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MIR3659HG,chr1:38047614-38089429,novel_acceptor,0.0358,0.5085,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
KIF2A,chr5:62366481-62373687,annotated,0.0429,0.1778,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
SYNJ2,chr6:158017290-158019984,novel_acceptor,0.0263,0.5813,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
SYNJ2,chr6:158027165-158028756,novel_donor,0.0102,0.1341,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
SYNJ2,chr6:158027166-158027366,none,0.0337,0.2389,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
STMN2,chr8:79611214-79616822,novel_acceptor,5e-04,0.6645,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,8
ERI3,chr1:44221640-44225766,novel_donor,1e-04,0.1121,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
NCAPG2,chr7:158646563-158652293,annotated,0.0252,0.1627,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ADCY8,chr8:130822710-130836277,novel_acceptor,2e-04,0.7746,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ADCY8,chr8:130822711-130836276,none,0.0302,0.1299,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ADCY8,chr8:130909066-130909708,novel_acceptor,1e-04,0.1137,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ADCY8,chr8:130821420-130822655,novel_donor,1e-04,0.2642,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ADCY8,chr8:130821420-130822411,novel_donor,1e-04,0.126,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ADCY8,chr8:130821421-130822410,none,0.0302,0.3229,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ADCY8,chr8:130884761-130894169,novel_donor,0.023,0.2313,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ADCY8,chr8:130904042-130908924,novel_donor,0.0039,0.5346,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
USP24,chr1:55078651-55081322,novel_exon_skip,0.0016,0.1952,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SLC19A1,chr21:45511223-45525817,novel_acceptor,0.0024,0.1417,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
RUFY3,chr4:70705295-70721963,none,0.0477,0.116,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NSMCE4A,chr10:121973599-121974004,novel_acceptor,0.0276,0.3956,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
NSMCE4A,chr10:121971069-121973523,novel_donor,0.0291,0.2593,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
NSMCE4A,chr10:121971069-121973512,novel_donor,2e-04,0.1137,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SERGEF,chr11:17867003-17878208,novel_acceptor,0.0043,0.132,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
SERGEF,chr11:17867003-17878208,novel_acceptor,0.02,0.2583,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
SULT4A1,chr22:43835696-43835944,none,0.0362,0.203,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
PATJ,chr1:61823079-61824445,novel_acceptor,0.0114,0.1613,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ZFHX3,chr16:73234062-73236799,none,0.0066,0.9851,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
RAB40B,chr17:82664556-82696389,annotated,0.024,0.1703,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
TBC1D31,chr8:123109620-123126056,annotated,0.0185,0.1747,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
RBPMS,chr8:30544624-30549500,annotated,0.0314,0.1076,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CELF5,chr19:3278109-3278209,none,0,0.251,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
CELF5,chr19:3278111-3278208,none,0.0128,0.1966,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
CELF5,chr19:3278316-3281199,novel_donor,1e-04,0.5331,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
CELF5,chr19:3278317-3281198,none,0.0129,0.1635,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
NPLOC4,chr17:81559416-81563921,annotated,0.0372,0.2498,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
PRR16,chr5:120464645-120672016,novel_acceptor,0.0014,0.1844,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PRR16,chr5:120672228-120685954,novel_donor,0.0012,0.2233,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NPEPL1,chr20:58694592-58694812,ambig_gene,1e-04,0.3548,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
NPEPL1,chr20:58694593-58694811,none,0.0084,0.4482,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
NPEPL1,chr20:58694883-58698684,ambig_gene,1e-04,0.1001,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NPEPL1,chr20:58694884-58698683,none,0.0083,0.5682,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ENSG00000288000,chr20:43515415-43528657,ambig_gene,0.0056,0.3378,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ENSG00000288000,chr20:43515415-43528657,ambig_gene,0.0035,0.241,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
DOCK9,chr13:98846060-98848592,annotated,0.0202,0.1177,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CRTC1,chr19:18771325-18771442,novel_donor,0.0039,0.2338,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
GBE1,chr3:81670953-81699518,novel_donor,0.023,0.2069,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SEMA6D,chr15:47412472-47469226,novel_acceptor,0,0.2786,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
SEMA6D,chr15:47469299-47470474,novel_donor,0,0.2853,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
CACNA1C,chr12:2633712-2634297,annotated,0.0292,0.1375,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
